A	0	0		0.0	B	1.0	90	90	0	0	0	0	0	0	B	0	0		0.0		0.0	0	0	0	0	0	0	0	0	A|B	20	0		0.0		0.0	10	10	0	0	0	0	0	0
A	0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	B	0	0		0.0		0.0	200	200	0	0	0	0	0	0	A|B	20	0		0.0		0.0	200	200	0	0	0	0	0	0
A	0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	B	0	0		0.0		0.0	4000	4000	0	0	0	0	0	0	A|B	20	0		0.0		0.0	4000	4000	0	0	0	0	0	0
A	0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	B	0	0		0.0		0.0	80000	4831	0	0	0	0	0	0	A|B	20	0		0.0		0.0	80000	5000	0	0	0	0	0	0
A	0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	B	0	0		0.0		0.0	100000	4806	0	0	0	0	0	0	A|B	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
A	0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	B	0	0		0.0		0.0	100000	5155	0	0	0	0	0	0	A|B	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
A	0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	B	0	0		0.0		0.0	100000	5201	0	0	0	0	0	0	A|B	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
A	0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	B	0	0		0.0		0.0	100000	5065	0	0	0	0	0	0	A|B	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
A	0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	B	0	0		0.0		0.0	100000	4924	0	0	0	0	0	0	A|B	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
A	0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	B	0	0		0.0		0.0	100000	4951	0	0	0	0	0	0	A|B	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
