0	0		0.0	B	1.0	90	90	0	0	0	0	0	00	0		0.0		0.0	0	0	0	0	0	0	0	020	0		0.0		0.0	10	10	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	200	200	0	0	0	0	0	020	0		0.0		0.0	200	200	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	4000	4000	0	0	0	0	0	020	0		0.0		0.0	4000	4000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	80000	4960	0	0	0	0	0	020	0		0.0		0.0	80000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	4908	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	5137	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	5046	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	4887	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	4916	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	5142	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
