0	0		0.0	B	1.0	90	90	0	0	0	0	0	0	0	0		0.0		0.0	0	0	0	0	0	0	0	0	20	0		0.0		0.0	10	10	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	0	0		0.0		0.0	200	200	0	0	0	0	0	0	20	0		0.0		0.0	200	200	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	0	0		0.0		0.0	4000	4000	0	0	0	0	0	0	20	0		0.0		0.0	4000	4000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	0	0		0.0		0.0	80000	5023	0	0	0	0	0	0	20	0		0.0		0.0	80000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	0	0		0.0		0.0	100000	5061	0	0	0	0	0	0	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	0	0		0.0		0.0	100000	4950	0	0	0	0	0	0	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	0	0		0.0		0.0	100000	4993	0	0	0	0	0	0	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	0	0		0.0		0.0	100000	4921	0	0	0	0	0	0	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	0	0		0.0		0.0	100000	5057	0	0	0	0	0	0	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	0	0	0		0.0		0.0	100000	4942	0	0	0	0	0	0	20	0		0.0		0.0	100000	5000	0	0	0	0	0	0
