0	0		0.0	B	1.0	90	90	0	0	0	0	0	00	0		0.0		0.0	0	0	0	0	0	0	0	020	0		0.0		0.0	10	10	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	200	200	0	0	0	0	0	020	0		0.0		0.0	200	200	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	4000	4000	0	0	0	0	0	020	0		0.0		0.0	4000	4000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	80000	5068	0	0	0	0	0	020	0		0.0		0.0	80000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	5154	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	4800	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	4967	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	5055	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	5125	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
0	0		0.0	B	1.0	0	0	0	0	0	0	0	00	0		0.0		0.0	100000	4843	0	0	0	0	0	020	0		0.0		0.0	100000	5000	0	0	0	0	0	0
